URL,Rating,Company,Coffee Name,Roaster Location,Coffee Origin,Roast Level,Agtron,Est. Price,Review Date,Aroma,Acidity,Body,Flavor,Aftertaste,Blind Assessment,Notes,Bottom Line,With Milk
https://www.coffeereview.com/review/ethiopian-yirgacheffe-5/,92,Volcanica Coffee,Ethiopian Yirgacheffe,"Suwanee, Georgia","Yirgacheffe growing region, south-central Ethiopia",Medium-Light,51/73,$19.99/16 ounces,May 2025,,8,9,9,8,"Deep-toned, quite sweet. Dark chocolate, dried nectarine, dark caramel, orange zest, fresh-cut fir in aroma and cup. Gentle, round acidity; full, satiny-smooth mouthfeel. Finish consolidates to notes of dark chocolate and orange zest.","Produced by smallholding farmers, from local landrace varieties of Arabica, and processed by the washed method (fruit skin and pulp removed before drying). Volcanica Coffee is a family-owned business in Suwanee, Georgia, whose roots go back two generations to coffee farming in Costa Rica. For more information, visit",,
https://www.coffeereview.com/review/colombia-finca-campo-hermosa/,94,Bonlife Coffee Roasters,Colombia Finca Campo Hermosa,"Cleveland, Tennessee","Quindio Department, Colombia",Light,62/82,$29.99/8 ounces,May 2025,9,9,9,9,8,"Lychee, rose hips, oolong tea, cocoa nib, magnolia in aroma and cup. Juicy-bright acidity; plush, syrupy mouthfeel. Floral-toned, oolong-like finish.","Produced by Edwin Noreña of Finca Campo Hermosa, entirely of the Sidra variety of Arabica, and processed by the black honey method, in which much of the fruit flesh is left on the beans during the drying process. Bonlife Coffee Roasters is a woman-owned specialty roaster in Cleveland, Tennessee. Visit",,
https://www.coffeereview.com/review/colombia-finca-la-sirena-mango-co-ferment/,94,Bonlife Coffee,Colombia Finca La Sirena Mango Co-Ferment,"Cleveland, Tennessee","Quindio Department, Colombia",Light,63/87,$22.99/8 ounces,May 2025,9,8,9,9,9,"Richly floral, deeply fruity. Guava, cocoa nib, neroli, almond butter, cedar in aroma and cup. Crisply tart acidity; very satiny, viscous mouthfeel. Resonant, lingering, flavor-saturated finish.","Produced by Juan Puerta of Finca La Sirena, entirely of the Castillo variety of Arabica, and processed by the honey method with osmotic dehydration (which involves soaking coffee cherries in a hypertonic glucose solution to create osmotic pressure that gently removes moisture from the fruit) and co-fermented with mango. Bonlife Coffee Roasters is a woman-owned specialty roaster in Cleveland, Tennessee. Visit",,
https://www.coffeereview.com/review/colombia-jairo-arcila-lychee-co-ferment/,93,Bonlife Coffee,Colombia Jairo Arcila Lychee Co-Ferment,"Cleveland, Tennessee","Quindio Department, Colombia",Light,62/81,$22.99/8 ounces,May 2025,9,9,8,9,8,"Richly aromatic, sweetly savory. Raspberry, honey, vanilla yogurt, baking chocolate, hop flowers in aroma and cup. Savory-sweet, bright acidity; delicate, silky mouthfeel. Finish consolidates to notes of baking chocolate and honey with undertones of hop flowers.","Produced by Jairo Arcila, entirely of the Pink Bourbon variety of Arabica, and processed by the honey method with the addition of wine yeasts and lychee to the fermentation. Bonlife Coffee Roasters is a woman-owned specialty roaster in Cleveland, Tennessee. Visit",,
https://www.coffeereview.com/review/colombia-las-palmas-tropical-splash/,92,Bonlife Coffee,Colombia Las Palmas Tropical Splash,"Cleveland, Tennessee","Huila Department, Colombia",Light,62/86,$22.99/8 ounces,May 2025,9,8,8,9,8,"Fruity-sweet, gently spice-toned. Fruit punch, green peppercorn, blackberry leaf, oak, hazelnut in aroma and cup. Briskly sweet acidity; velvety-smooth mouthfeel. Green peppercorn and fruit punch notes carry the quiet finish.","Produced by Brayan Alvea, entirely of the Pink Bourbon variety of Arabica, and processed by co-fermenting the whole cherries with dehydrated coconut and coconut water, then drying them in the whole fruit with lemon peel. Bonlife Coffee Roasters is a woman-owned specialty roaster in Cleveland, Tennessee. Visit",,
https://www.coffeereview.com/review/colombia-watermelon-co-ferment-blend/,92,Bonlife Coffee,Colombia Watermelon Co-Ferment Blend,"Cleveland, Tennessee","Quindio Department, Colombia",Light,60/83,$24.99/8 ounces,May 2025,9,8,9,9,7,"Sweetly tart, crisply bright. Pomegranate, myrrh, raw cacao, lemon verbena, freesia in aroma and cup. Citric acidity; full, syrupy mouthfeel. Gently drying finish with notes of raw cacao and lemon verbena.","A blend of two coffees: a watermelon co-ferment produced by Edwin Noreña and a honey produced by Juan Campo. Bonlife Coffee Roasters is a woman-owned specialty roaster in Cleveland, Tennessee. Visit",,
https://www.coffeereview.com/review/in-bloom/,94,modcup,In Bloom,"Jersey City, New Jersey",Colombia; Ethiopia,Light,64/88,$25.00/250 grams,May 2025,9,9,9,9,8,"Richly floral-toned, deeply sweet, gently tart. Star jasmine, tea rose, narcissus, blood orange cocoa nib in aroma and cup. Sparkling acidity; very syrupy mouthfeel. Floral-toned finish that is both sweet and spice-toned.","A blend of three coffees: a washed Colombia, a washed Ethiopia and a thermal-shock anaerobic from Wilton Benitez’s Al Paraiso 92 Cauca farm. Founded in 2013, modcup focuses on fresh roasting and distinctive natural-processed coffees. This special release is available to members of modcup’s Deepcuts list. Visit",,
https://www.coffeereview.com/review/sunburst/,93,modcup,Sunburst,"Jersey City, New Jersey",Colombia; Ethiopia,Light,63/85,$25.00/250 grams,May 2025,9,8,9,9,8,"Berry-toned, citrusy-sweet. Strawberry, lemon verbena, cocoa butter, brown sugar, sassafras in aroma and cup. Briskly sweet acidity; very full, syrupy mouthfeel. Strawberry and cocoa notes carry the juicy finish.","A blend of four coffees: a washed Colombia, a Colombia co-fermented with peaches, a Colombia co-fermented with strawberries and a washed Ethiopia. Founded in 2013, modcup focuses on fresh roasting and distinctive natural-processed coffees. This special release is available to members of modcup’s Deepcuts list. Visit",,
https://www.coffeereview.com/review/da-funk/,93,modcup,Da Funk,"Jersey City, New Jersey",Colombia; Ethiopia,Light,62/87,$25.00/250 grams,May 2025,9,8,9,9,8,"Sweetly fermenty, crisply fruit-forward. Rum barrel, dried raspberry, chocolate syrup, maraschino cherry, salted almond in aroma and cup. Crisp, tart acidity; plush, creamy mouthfeel. Chocolaty, sweetly fermenty finish.","A blend of two coffees: an Ethiopia Guji natural and a Café La Granja, Colombia natural. Founded in 2013, modcup focuses on fresh roasting and distinctive natural-processed coffees. This special release is available to members of modcup’s Deepcuts list. Visit",,
https://www.coffeereview.com/review/ethiopia-washed-kaffa-gimbo-lot-rich-espresso/,96,Kakalove Cafe,Ethiopia Washed Kaffa Gimbo Lot Rich Espresso,"Chia-Yi, Taiwan","Gimbo, Kaffa Province, Ethiopia",Medium-Light,55/77,NT $250/8 ounces,May 2025,9,,9,9,9,"Evaluated as espresso. Expressive, invitingly nuanced, lyrical. Guava, dark chocolate, star jasmine, amber, candied pink grapefruit zest in aroma and small cup. Lively, viscous mouthfeel; balanced, floral, fruity finish. In cappuccino format, voluptuous, rich, deep-toned.","Produced by smallholding farmers, from local landrace varieties of Arabica, and processed by the washed method (fruit skin and pulp removed before drying). Kakalove Café is a nano-roaster located in the small city of Chia-Yi in Taiwan that strives to procure and roast the finest quality coffee. Visit",,10
https://www.coffeereview.com/review/ethiopia-natural-gute-bona/,95,Kakalove Cafe,Ethiopia Natural Gute Bona,"Chia-Yi, Taiwan","Sidamo growing region, southern Ethiopia",Medium-Light,62/78,NT $400/8 ounces,May 2025,9,9,9,9,9,"Richly fruit-forward, juicy-bright. Dried strawberry, wild honey, wisteria, pomelo, macadamia nut in aroma and cup. Vibrant, sparkling acidity; very full, syrupy-smooth mouthfeel. Dried strawberry and macadamia notes are supported by wisteria and pomelo in the long, lush finish.","Produced by smallholding farmers, from local landrace varieties of Arabica, and processed by the natural method (dried in the whole fruit). Kakalove Café is a nano-roaster located in the small city of Chia-Yi in Taiwan that strives to procure and roast the finest quality coffee. Visit",,
https://www.coffeereview.com/review/white-geisha-blend-espresso/,95,HWC Coffee,White Geisha Blend Espresso,"Taichung, Taiwan",Panama; Ethiopia,Medium-Light,60/78,$39.00/8 ounces,May 2025,9,,9,9,9,"Evaluated as espresso. Rich-toned, floral, complex. Magnolia, dark chocolate, tangerine, black cherry, cedar in aroma and small cup. Smooth, syrupy mouthfeel; long, resonant, flavor-saturated finish. In cappuccino format, chocolaty, fruit-toned and very floral.",A blend of two coffees: a washed Panama Geisha and a washed Ethiopia Geisha.,,
https://www.coffeereview.com/review/yunlin-natural-geisha-cpag-1/,95,GuKeng Farmers Association,Yunlin Natural Geisha CPAG-1,"Yunlin, Taiwan","Yunlin, Taiwan",Medium-Light,60/78,NT $800/4 ounces,May 2025,9,9,9,9,9,"Rich-toned, complex, multilayered. Narcissus, mango, cardamom, dark chocolate, honeydew melon in aroma and cup. Juicy, winey acidity; syrupy-smooth mouthfeel. Flavor-saturated finish led by narcissus and cardamom with undertones of dark chocolate and honeydew.","Produced by members of the GuKeng Farmers Association, entirely of the Geisha variety of Arabica, and processed by the natural method (dried in the whole fruit). GuKeng is a new label co-established by the GuKeng Farmers Association of Yunlin County and local coffee farmers. The coffee is roasted by the farmers’ association and is sold at their local farmers' market. Email",,
https://www.coffeereview.com/review/colombia-natural-huila-eulises-guzman/,94,Kakalove Cafe,Colombia Natural Huila Eulises Guzman,"Chia-Yi, Taiwan","Huila Department, Colombia",Medium-Light,60/80,NT $350/8 ounces,May 2025,9,9,9,9,8,"Deeply sweet-tart, fruit-toned and floral. Dried plum, freesia, lemon verbena, tamarind, cedar in aroma and cup. Gently bright, winey acidity; plush, syrupy mouthfeel. Finish consolidates to notes of dried plum and freesia.","Produced by Eulises Guzman of Finca La Lomita, entirely of the Colombia variety of Arabica, and processed by the natural method (dried in the whole fruit). Kakalove Café is a nano-roaster located in the small city of Chia-Yi in Taiwan that strives to procure and roast the finest quality coffee. Visit",,
https://www.coffeereview.com/review/peru-washed-cusco-buena-vista-soola-sl09/,94,Kakalove Cafe,Peru Washed Cusco Buena Vista Soola SL09,"Chia-Yi, Taiwan","Cusco, Peru",Medium-Light,58/77,NT $300/4 ounces,May 2025,9,9,8,9,9,"Bright, high-toned, crisply sweet-tart. Passionfruit, pink peppercorn, dark chocolate, kumquat, oregano in aroma and cup. Malic (apple-like) acidity; crisp, lightly satiny mouthfeel. Lingering, flavor-laden finish is complex and multilayered.","Produced by Valerio Almanza Ccahua of Buena Vista Farm, entirely of the SL-09 variety of Arabica, and processed by the washed method (fruit skin and pulp removed before drying). Kakalove Café is a nano-roaster located in the small city of Chia-Yi in Taiwan that strives to procure and roast the finest quality coffee. Visit",,
https://www.coffeereview.com/review/yunlin-natural-geisha/,94,GuKeng Farmers Association,Yunlin Natural Geisha,"Yunlin, Taiwan","Yunlin, Taiwan",Light,60/84,NT $600/4 ounces,May 2025,9,9,9,9,8,"Gently sweet-tart, nuanced and vibrant. White mulberry, honeysuckle, pistachio, cocoa nib, lemon balm in aroma and cup. Sweetly tart structure with juicy acidity; plush, syrupy-smooth mouthfeel. Finish consolidates to notes of pistachio and cocoa nib with undertones of mulberry.","Produced by members of the GuKeng Farmers Association, entirely of the Geisha variety of Arabica, and processed by the traditional washed method (fruit skin and pulp removed before drying). GuKeng is a new label co-established by the GuKeng Farmers Association of Yunlin County and local coffee farmers. The coffee is roasted by the farmers’ association and is sold at their local farmers' market. Email",,
https://www.coffeereview.com/review/honey-geisha-blend-espresso/,93,HWC Coffee,Honey Geisha Blend Espresso,"Taichung, Taiwan",Panama; Ethiopia; Colombia,Medium-Light,60/80,$39.00/8 ounces,May 2025,9,,8,9,9,"Evaluated as espresso. Chocolaty, sweetly savory. Dark chocolate, hop flowers, pomegranate, oak, myrrh in aroma and small cup. Delicate, silky mouthfeel; exceptionally aromatic, long, resonant finish. In cappuccino format, dark chocolate and myrrh are supported by tart pomegranate notes.","A blend of three coffees: a natural Panama Geisha, an anaerobic washed Ethiopia Geisha and an anaerobic washed Colombia Geisha.",,8
https://www.coffeereview.com/review/yunlin-natural-sl34/,93,GuKeng Farmers Association,Yunlin Natural SL34,"Yunlin, Taiwan","Yunlin, Taiwan",Medium-Light,60/80,NT $550/4 ounces,May 2025,9,8,9,9,8,"High-toned, sweetly tart. Jolly Rancher, pineapple taffy, marjoram, amber, honey in aroma and cup. Briskly sweet acidity; full, satiny-smooth mouthfeel. Crisp finish is carried by notes of pineapple taffy and marjoram.","Produced by members of the GuKeng Farmers Association, entirely of the Typica variety of Arabica, and processed by the natural method (dried in the whole fruit). GuKeng is a new label co-established by the GuKeng Farmers Association of Yunlin County and local coffee farmers. The coffee is roasted by the farmers’ association and is sold at their local farmers' market. Email",,
https://www.coffeereview.com/review/pink-geisha-blend-espresso/,93,HWC Coffee,Pink Geisha Blend Espresso,"Taichung, Taiwan",Colombia; Ethiopia,Medium-Light,59/78,$30.00/8 ounces,May 2025,9,,8,9,8,"Evaluated as espresso. Deeply fruity, spice-toned. Warming spices, jasmine, dark chocolate, cedar, a hint of wine barrel in aroma and small cup. Crisp, velvety mouthfeel; richly wood-framed, fruit-forward finish. In three parts milk, spice-toned florals and baking spices carry the cup.",A blend of two coffees: a washed Colombia Geisha and an anaerobic Ethiopia Geisha.,,9
https://www.coffeereview.com/review/yunlin-washed-typica/,93,GuKeng Farmers Association,Yunlin Washed Typica,"Yunlin, Taiwan","Yunlin, Taiwan",Light,62/84,NT $420/4 ounces,May 2025,9,8,9,9,8,"Richly sweet, floral-toned. Magnolia, cantaloupe, tangelo, hazelnut, cedar in aroma and cup. Gently bright acidity; crisp, very satiny mouthfeel. Finish leads with notes of magnolia and tangelo.","Produced by members of the GuKeng Farmers Association, entirely of the Typica variety of Arabica, and processed by the traditional washed method (fruit skin and pulp removed before drying). GuKeng is a new label co-established by the GuKeng Farmers Association of Yunlin County and local coffee farmers. The coffee is roasted by the farmers’ association and is sold at their local farmers' market. Email",,
https://www.coffeereview.com/review/yunlin-washed-sl34/,93,GuKeng Farmers Association,Yunlin Washed SL34,"Yunlin, Taiwan","Yunlin, Taiwan",Light,62/82,NT $450/4 ounces,May 2025,9,9,8,9,8,"Bright, crisply sweet-tart. Pluot, baking chocolate, pink grapefruit, sandalwood, wisteria in aroma and cup. Sweetly tart structure with juicy, vibrant acidity; lightly satiny mouthfeel. Finish leads with notes of pluot and baking chocolate with pink grapefruit undertones.","Produced by members of the GuKeng Farmers Association, entirely of the SL34 variety of Arabica, and processed by the traditional washed method (fruit skin and pulp removed before drying). GuKeng is a new label co-established by the GuKeng Farmers Association of Yunlin County and local coffee farmers. The coffee is roasted by the farmers’ association and is sold at their local farmers' market. Email",,
https://www.coffeereview.com/review/hechi/,94,Heat Coffee,Hechi,"Taipei, Taiwan","Sidamo growing region, southern Ethiopia",Light,60/86,NT $330/8 ounces,May 2025,9,9,9,9,8,"High-toned, sweetly tart. Watermelon candy, almond brittle, lemon verbena, violet, cedar in aroma and cup. Bright, juicy acidity; vibrant, silky-smooth mouthfeel. Notes of almond brittle and violet carry the resonant finish.","Produced by smallholding farmers, from trees of local landrace varieties of Arabica, and processed by the natural method (dried in the whole fruit). Heat Coffee is a nano-roaster in Taipei, Taiwan that strives to procure and roast the finest-quality coffee. Visit the",,
https://www.coffeereview.com/review/rose-lili/,93,Heat Coffee,Rose Lili,"Taipei, Taiwan","Guji Zone, Oromia Region, southern Ethiopia",Light,63/83,NT $330/8 ounces,May 2025,9,8,9,9,8,"Richly sweet, gently tart. Tamarind, dried coconut, baking chocolate, marjoram, agave syrup in aroma and cup. Briskly sweet, gentle acidity; full, syrupy-smooth mouthfeel. Crisp, sweetly tart finish.","Produced by smallholding farmers, from trees of local landrace varieties of Arabica, and processed by the natural method (dried in the whole fruit). Heat Coffee is a nano-roaster in Taipei, Taiwan that strives to procure and roast the finest-quality coffee. Visit the",,
https://www.coffeereview.com/review/colombia-mebsuta-vmar-espresso/,90,Torrefazione Tafuri,Colombia Mebsuta VMAR Espresso,"Naples, Italy","Huila Department, Colombia",Medium,52/66,$17.00/250 grams,May 2025,8,,8,8,7,"Evaluated as espresso. Fruity, chocolaty-sweet. Chocolate fudge, mango, fresh-cut fir, cashew, spearmint in aroma and small cup. Crisp, velvety mouthfeel; gently drying, chocolaty finish with fir undertones. In cappuccino format, mango and spearmint notes resurface to complicate the chocolate throughline.","Produced by Luis Mauricio Riviera, from trees of the Caturra and Colombia varieties of Arabica, and processed by the anaerobic natural method, in which the whole fruit is fermented in tanks with limited oxygen before drying, also in the whole fruit. Roasted in Naples, Italy, by Saka Caffé and distributed in the U.S. by Torrefare. Visit",,9
https://www.coffeereview.com/review/las-margaritas-sudan-rume/,95,JBC Coffee Roasters,Las Margaritas Sudan Rume,"Madison, Wisconsin","Caicendonia, Valle Del Cauca, Cauca Department, Colombia",Light,60/84,$27.00/8 ounces,May 2025,9,9,9,9,9,"Delicate, resonant, juicy-bright. Lychee, marjoram, lemon verbena, pink peppercorn, cocoa nib in aroma and cup. Malic (apple-like) acidity; lightly syrupy, engaging mouthfeel. Bold, richly aromatic finish that carries over all the flavor notes from the cup.","Produced by Rigoberto Herrera of Cafe Granja La Esperanza’s Las Margaritas Farm, entirely of the Sudan Rume variety of Arabica, and processed by the washed method (fruit skin and pulp removed before drying). JBC Coffee Roasters’ vision is simple: “Let the coffee lead the way” through sourcing and roasting the best coffees available and rewarding the farmers who grow those coffees with substantial premiums. Visit",,
https://www.coffeereview.com/review/wilton-benitez-geisha-3/,95,JBC Coffee Roasters,Wilton Benitez Geisha,"Madison, Wisconsin","Piendamo, Cauca Department, Colombia",Light,62/84,$26.00/8 ounces,May 2025,9,9,9,9,9,"Elegant, gently fruit-driven. Wild raspberry, bay leaf, narcissus, amber, cocoa nib in aroma and cup. Lively, balanced acidity; lushly satiny mouthfeel. Resonant, integrated, harmonious finish.","Produced by Wilton Benitez, entirely of the Geisha variety of Arabica, and processed by the double-anaerobic thermal shock method, in which the coffee fruit, after having been first sanitized with ozone, undergoes two stages of fermentation. First, the whole cherries are submerged under water for 48 hours, then the beans are pulped and fermented with a strain of Lactobacillus for 24 hours. After fermentation, the beans are given a “thermal shock” using hot and cold rinses to help the beans absorb the fermentation metabolites and halt any further fermentation. JBC Coffee Roasters’ vision is simple: “Let the coffee lead the way” through sourcing and roasting the best coffees available and rewarding the farmers who grow those coffees with substantial premiums. Visit",,
https://www.coffeereview.com/review/itumpi-tanzania/,94,JBC Coffee Roasters,Itumpi Tanzania,"Madison, Wisconsin","Mbozi District, Songwe Region, Tanzania",Medium-Light,59/81,$22.00/12 ounces,May 2025,9,9,9,9,8,"Balanced, juicy, high-toned. Bing cherry, pomelo, almond brittle, graphite, lemon balm in aroma and cup. Sparkling, very vibrant acidity; lithe, energetic, satiny smooth mouthfeel. Pomelo and almond brittle notes carry the finish, with undertones of lemon balm.","Produced by smallholding farmer-members of AMCOS (Agricultural Marketing Co-operative Society), from trees of the Blue Mountain, Bourbon, Kilimanjaro and Luwiro varieties of Arabica, and processed by the washed method (fruit skin and pulp removed before drying) at the Itumpi Washing Station. JBC Coffee Roasters’ vision is simple: “Let the coffee lead the way” through sourcing and roasting the best coffees available and rewarding the farmers who grow those coffees with substantial premiums. Visit",,
https://www.coffeereview.com/review/ethiopia-yirgacheffe-g1-gotiti-angel-station-geisha-washed/,94,GK Coffee,Ethiopia Yirgacheffe G1 Gotiti Angel Station Geisha Washed,"Yilan, Taiwan","Gedeb District, Gedeo Zone, southern Ethiopia",Light,62/82,NT $550/200 grams,May 2025,9,8,9,9,9,"Complex, richly aromatic. Bergamot, cocoa nib, pink peppercorn, narcissus, redwood in aroma and cup. Briskly sweet acidity; very full, syrupy-smooth mouthfeel. Long, resonant, satiating finish.","Produced by smallholding farmers, entirely of the Geisha variety of Arabica, and processed by the washed method (fruit skin and pulp removed before drying). GK Coffee is a nano-roastery in Yilan, Taiwan, that offers both retail and wholesale coffee. For more information, visit",,
https://www.coffeereview.com/review/ethiopia-guji-hambela-buku-abel-bastet-geisha-washed/,94,GK Coffee,Ethiopia Guji Hambela Buku Abel Bastet Geisha Washed,"Yilan, Taiwan","Guji Zone, Oromia Region, Southern Ethiopia",Light,63/85,NT $550/200 grams,May 2025,9,9,9,9,8,"Delicately bright, balanced, multi-layered. Apricot, Meyer lemon, wisteria, cocoa nib, rosemary in aroma and cup. Juicy-sweet, malic acidity; full, syrupy mouthfeel. Cocoa-toned, sweetly herbaceous finish.","Produced by smallholding farmers, entirely of the Geisha variety of Arabica, and processed by the washed method (fruit skin and pulp removed before drying). GK Coffee is a nano-roastery in Yilan, Taiwan, that offers both retail and wholesale coffee. For more information, visit",,
